,college,dateOfBirth,firstName,height,highSchool,hometown,instagramHandle,lastName,playerId,position,team,twitterHandle,weight,stats
000250,Syracuse,1984-07-30T00:00:00.000Z,Steven,6’0,Libertyville High school,"Libertyville, IL",Stevenbrooks_44,Brooks,000250,Midfield,Atlas,StevenBrooks44,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000250', 'TeamId': 'ATL', 'Jersey': '44', 'FirstName': 'Steven', 'LastName': 'Brooks', 'Position': 'Midfield', 'GamesPlayed': '1', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000252,Johns Hopkins,1995-12-11T00:00:00.000Z,Tal,6’1,Boys’ Latin,"Baltimore, MD",tal_bruno,Bruno,000252,Midfield,Atlas,talbruno1,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000252', 'TeamId': 'ATL', 'Jersey': '', 'FirstName': 'Tal', 'LastName': 'Bruno', 'Position': 'Midfield', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000253,Northern Illinois University,1991-09-18T00:00:00.000Z,Tim,6’8,Millard North High School,"Omaha, NE",TDSemisch85,Semisch,000253,Defense,Atlas,TDSemisch85,250,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000253', 'TeamId': 'ATL', 'Jersey': '', 'FirstName': 'Tim', 'LastName': 'Semisch', 'Position': 'Defense', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000254,Denver,1996-07-03T00:00:00.000Z,Trevor,5’10,Morristown-Beard School,"Denville, NJ",trevorbaptiste9,Baptiste,000254,Faceoff,Atlas,trevorbaptiste9,225,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000254', 'TeamId': 'ATL', 'Jersey': '9', 'FirstName': 'Trevor', 'LastName': 'Baptiste', 'Position': 'FO', 'GamesPlayed': '10', 'Goals': '3', 'Assists': '3', 'Points': '7', 'TwoPointers': '1', 'Shots': '15', 'ShotsOnGoal': '4', 'ShotPercentage': '20.0', 'GroundBalls': '73', 'Turnovers': '10', 'CauseTurnovers': '3', 'FaceoffsWon': '164', 'Faceoffs': '261', 'FaceoffsPercentage': '62.8', 'FaceoffsWon_Lost': '164-97', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 6, 'TwoPointGoals': 1, 'OnePointShots': 9, 'OnePointGoals': 2, 'OnePointShotPercentage': '22.2', 'TwoPointShotPercentage': '16.6', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000255,Johns Hopkins,1990-09-05T00:00:00.000Z,Tucker,6’2,LaSalle College High School,"Huntingdon Valley, PA",tdurkin51,Durkin,000255,Defense,Atlas,tdurkin51,215,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000255', 'TeamId': 'ATL', 'Jersey': '51', 'FirstName': 'Tucker', 'LastName': 'Durkin', 'Position': 'D', 'GamesPlayed': '10', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '18', 'Turnovers': '1', 'CauseTurnovers': '2', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000256,Onondaga Community College,1998-04-23T00:00:00.000Z,Austin,6’0,Assumpton College High School,"Six Nations, Ontario, Canada",staats77,Staats,000256,Attack,Chaos,Top_ched83,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000256', 'TeamId': 'CHA', 'Jersey': '', 'FirstName': 'Austin', 'LastName': 'Staats', 'Position': 'Attack', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000257,,1982-06-30T00:00:00.000Z,Billy-Dee,6’3,Holy Cross,"St. Catharines, Ontario, Canada",,Smith,000257,Defense,Chaos,Black_Dee3,235,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000257', 'TeamId': 'CHA', 'Jersey': '', 'FirstName': 'Billy-Dee', 'LastName': 'Smith', 'Position': 'Defense', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000258,University at Albany,1994-02-13T00:00:00.000Z,Blaze,6’0,Fairport,"Fairport, NY",blazeriorden10,Riorden,000258,Goalie,Chaos,,215,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000258', 'TeamId': 'CHA', 'Jersey': '0', 'FirstName': 'Blaze', 'LastName': 'Riorden', 'Position': 'G', 'GamesPlayed': '10', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '22', 'Turnovers': '3', 'CauseTurnovers': '2', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '153', 'SavePercentage': '55.8', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 126, 'GAA': '12.4'}]"
000259,Saint Mary’s University,1981-02-27T00:00:00.000Z,Brad,5’10,Saint Peters,"Peterborough, Ontario, Canada",bradself25,Self,000259,Midfield,Chaos,BradSelf25,185,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000259', 'TeamId': 'CHA', 'Jersey': '', 'FirstName': 'Brad', 'LastName': 'Self', 'Position': 'Midfield', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000260,Georgetown,1981-11-05T00:00:00.000Z,Brodie,6'4,Orangeville District Secondary School/Salisbury School,"Orangeville, Ontario, Canada",Brodie.merrill,Merrill,000260,Defense,Chaos,Brodiemerrill_,210,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000260', 'TeamId': 'CHA', 'Jersey': '17', 'FirstName': 'Brodie', 'LastName': 'Merrill', 'Position': 'D', 'GamesPlayed': '10', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '0.0', 'GroundBalls': '36', 'Turnovers': '6', 'CauseTurnovers': '6', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000261,Fairfield,1990-01-29T00:00:00.000Z,Charlie,5’11,Herricks High School,"Herricks, NY",Chuckiecheez2,Cipriano,000261,Goalie,Chaos,JulieTheCat25,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000261', 'TeamId': 'CHA', 'Jersey': '25', 'FirstName': 'Charlie', 'LastName': 'Cipriano', 'Position': 'G', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '3', 'SavePercentage': '60.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 2, 'GAA': '0.0'}]"
000262,University at Albany,1995-10-10T00:00:00.000Z,Connor,5’11,Bishop-Timon St. Jude,"East Amherst, NY",connorfields5,Fields,000262,Attack,Chaos,connorfields14,160,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000262', 'TeamId': 'CHA', 'Jersey': '5', 'FirstName': 'Connor', 'LastName': 'Fields', 'Position': 'A', 'GamesPlayed': '10', 'Goals': '22', 'Assists': '11', 'Points': '33', 'TwoPointers': '0', 'Shots': '61', 'ShotsOnGoal': '49', 'ShotPercentage': '36.0', 'GroundBalls': '15', 'Turnovers': '37', 'CauseTurnovers': '4', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 61, 'OnePointGoals': 22, 'OnePointShotPercentage': '36.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000263,Delaware,1988-07-18T00:00:00.000Z,Curtis,6’2,Riverside Secondary,"Port Coquitlam, British Columbia, Canada",Curtisdickson17,Dickson,000263,Attack,Chaos,Curtisdickson17,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000263', 'TeamId': 'CHA', 'Jersey': '', 'FirstName': 'Curtis', 'LastName': 'Dickson', 'Position': 'Attack', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000264,Canisius College,1987-04-06T00:00:00.000Z,Dan,6’0,West Park,"St. Catharines, Ontario, Canada",dcoates37,Coates,000264,Defense,Chaos,dcoates37,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000264', 'TeamId': 'CHA', 'Jersey': '37', 'FirstName': 'Dan', 'LastName': 'Coates', 'Position': 'Defense', 'GamesPlayed': '1', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '1', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000265,Duke,1993-06-24T00:00:00.000Z,Deemer,5’11,Loyola Blakefield,"Baltimore, MD",22classy,Class,000265,Midfield,Chaos,22classy,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000265', 'TeamId': 'CHA', 'Jersey': '10', 'FirstName': 'Deemer', 'LastName': 'Class', 'Position': 'M', 'GamesPlayed': '9', 'Goals': '10', 'Assists': '3', 'Points': '13', 'TwoPointers': '0', 'Shots': '32', 'ShotsOnGoal': '18', 'ShotPercentage': '31.2', 'GroundBalls': '3', 'Turnovers': '8', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 6, 'TwoPointGoals': 0, 'OnePointShots': 26, 'OnePointGoals': 10, 'OnePointShotPercentage': '38.4', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000266,,1992-09-23T00:00:00.000Z,Dhane,6’3,,"Kitchener, Ontario, Canada",dhanesmith92,Smith,000266,Midfield,Chaos,dhanesmith92,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000266', 'TeamId': 'CHA', 'Jersey': '92', 'FirstName': 'Dhane', 'LastName': 'Smith', 'Position': 'Midfield', 'GamesPlayed': '5', 'Goals': '2', 'Assists': '2', 'Points': '4', 'TwoPointers': '0', 'Shots': '8', 'ShotsOnGoal': '6', 'ShotPercentage': '25.0', 'GroundBalls': '0', 'Turnovers': '2', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 8, 'OnePointGoals': 2, 'OnePointShotPercentage': '25.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000364,Yale,,Eric,5'11,Ridge High School,"Basking Ridge, NJ",,Scott,000364,Midfield,Chaos,,185,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000364', 'TeamId': 'CHA', 'Jersey': '4', 'FirstName': 'Eric', 'LastName': 'Scott', 'Position': 'A', 'GamesPlayed': '9', 'Goals': '7', 'Assists': '3', 'Points': '10', 'TwoPointers': '0', 'Shots': '22', 'ShotsOnGoal': '12', 'ShotPercentage': '31.8', 'GroundBalls': '6', 'Turnovers': '7', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 21, 'OnePointGoals': 7, 'OnePointShotPercentage': '33.3', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000379,,,Greyson,,,,,Torain,000379,Midfield,Chaos,,,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000379', 'TeamId': 'CHA', 'Jersey': '6', 'FirstName': 'Greyson', 'LastName': 'Torain', 'Position': 'M', 'GamesPlayed': '6', 'Goals': '0', 'Assists': '1', 'Points': '1', 'TwoPointers': '0', 'Shots': '2', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '2', 'Turnovers': '3', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 2, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000365,North Carolina,,Jack,6'1,Robinson Secondary,"Burke, VA",,Rowlett,000365,Defense,Chaos,,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000365', 'TeamId': 'CHA', 'Jersey': '99', 'FirstName': 'Jack', 'LastName': 'Rowlett', 'Position': 'D', 'GamesPlayed': '10', 'Goals': '0', 'Assists': '2', 'Points': '2', 'TwoPointers': '0', 'Shots': '3', 'ShotsOnGoal': '2', 'ShotPercentage': '0.0', 'GroundBalls': '11', 'Turnovers': '4', 'CauseTurnovers': '8', 'FaceoffsWon': '2', 'Faceoffs': '7', 'FaceoffsPercentage': '28.5', 'FaceoffsWon_Lost': '2-5', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 2, 'TwoPointGoals': 0, 'OnePointShots': 1, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000362,Loyola,,Jacob,6'0,McDonogh School,"Hunt Valley, MD",,Stover,000362,Goalie,Chaos,,210,"[{'timestamp': '7/28/2019 9:39:52 PM', 'playerId': '000362', 'TeamId': 'ATL', 'Jersey': '0', 'FirstName': 'Jake', 'LastName': 'Stover', 'Position': 'G', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000267,Villanova,1994-03-31T00:00:00.000Z,Jake,6’1,Port Washington,"Sands Point, NY",simple__jake,Froccaro,000267,Midfield,Chaos,simple__jake,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000267', 'TeamId': 'CHA', 'Jersey': '54', 'FirstName': 'Jake', 'LastName': 'Froccaro', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '14', 'Assists': '10', 'Points': '27', 'TwoPointers': '3', 'Shots': '56', 'ShotsOnGoal': '35', 'ShotPercentage': '25.0', 'GroundBalls': '17', 'Turnovers': '7', 'CauseTurnovers': '4', 'FaceoffsWon': '0', 'Faceoffs': '5', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-5', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 8, 'TwoPointGoals': 3, 'OnePointShots': 48, 'OnePointGoals': 11, 'OnePointShotPercentage': '22.9', 'TwoPointShotPercentage': '37.5', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000268,Providence,1995-06-13T00:00:00.000Z,James,5’11,The Hill Academy,"Toronto, Ontario, Canada",barx00,Barclay,000268,Defense,Whipsnakes,barx00,190,"[{'playerId': '000268', 'TeamId': 'CHA', 'Jersey': '', 'FirstName': 'James', 'LastName': 'Barclay', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000269,Providence,1993-09-07T00:00:00.000Z,Jarrod,6’4,Northampton High School / Bridgton Academy,"Northampton, MA",JNEU_XV,Neumann,000269,Defense,Chaos,JNEU_XV,220,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000269', 'TeamId': 'CHA', 'Jersey': '88', 'FirstName': 'Jarrod', 'LastName': 'Neumann', 'Position': 'D', 'GamesPlayed': '10', 'Goals': '5', 'Assists': '0', 'Points': '10', 'TwoPointers': '5', 'Shots': '14', 'ShotsOnGoal': '7', 'ShotPercentage': '35.7', 'GroundBalls': '15', 'Turnovers': '7', 'CauseTurnovers': '5', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 14, 'TwoPointGoals': 5, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '35.7', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000270,Syracuse,1987-02-01T00:00:00.000Z,Jeremy,5’11,Lafayette,"Nedrow, NY",jeremy74thompson,Thompson,000270,Midfield,Chaos,j_thompson74,192,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000270', 'TeamId': 'CHA', 'Jersey': '74', 'FirstName': 'Jeremy', 'LastName': 'Thompson', 'Position': 'M', 'GamesPlayed': '4', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '5', 'ShotsOnGoal': '4', 'ShotPercentage': '0.0', 'GroundBalls': '4', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '3', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-3', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 2, 'TwoPointGoals': 0, 'OnePointShots': 3, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000271,University at Albany,1989-08-22T00:00:00.000Z,Joe,6’0,Hamburg,"Hamburg, NY",joeresetarits,Resetarits,000271,Attack,Chaos,joeresetarits,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000271', 'TeamId': 'CHA', 'Jersey': '55', 'FirstName': 'Joe', 'LastName': 'Resetarits', 'Position': 'A', 'GamesPlayed': '1', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000377,,,Johnny,,,,,Surdick,000377,Defense,Chaos,,,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000377', 'TeamId': 'CHA', 'Jersey': '18', 'FirstName': 'Johnny', 'LastName': 'Surdick', 'Position': 'D', 'GamesPlayed': '6', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '1', 'Turnovers': '1', 'CauseTurnovers': '4', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000272,Hofstra,1995-04-15T00:00:00.000Z,Josh,6’3,New Westminster Secondary School,"New Westminster, British Columbia, Canada",joshbyrne22,Byrne,000272,Attack,Chaos,joshbyrne94,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000272', 'TeamId': 'CHA', 'Jersey': '22', 'FirstName': 'Josh', 'LastName': 'Byrne', 'Position': 'A', 'GamesPlayed': '8', 'Goals': '17', 'Assists': '8', 'Points': '25', 'TwoPointers': '0', 'Shots': '39', 'ShotsOnGoal': '25', 'ShotPercentage': '43.5', 'GroundBalls': '11', 'Turnovers': '7', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 38, 'OnePointGoals': 17, 'OnePointShotPercentage': '44.7', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
